ip,url,brand,count
103.251.112.117,http://www.adtactics.com.cn/MyUps/UPS.htm,-,0
103.253.143.252,http://pkjfur.hk1.3006.cc/,-,0
103.253.143.252,http://pkjfur.hk1.3006.cc/,Other,0
103.253.143.252,http://txaob2014.com/,Other,0
103.253.143.252,http://txtbuo.com/,-,0
103.253.143.252,http://txtbuo.com/,Other,0
103.27.178.75,http://gmswow.eu/wow.asp?ref=https://us.battle.net/account/management/index.xml&app=bam,-,0
103.30.40.113,http://103.30.40.113/,-,0
103.30.40.113,http://103.30.40.113/,Other,0
103.30.40.172,http://2.taobao.eddanconstruct.ro/2/?id=4527915241,-,0
103.30.40.172,http://2.xianyu.sameerpant.com.np/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4514199842&bezno=2015050239516644&ordernum=8c04e9459148186e8534af129862893f44,-,0
103.30.40.172,http://2.xianyu.sameerpant.com.np/aii.pay/kuaidwll.asp?bzidentity=trade10001&id=4514199842&bzno=2015050239516644&ordernum=8c04e9459148186e8534af129862893f44,-,0
103.30.40.172,http://2.xianyu.sameerpant.com.np/assist/logon.asp?id=4514199842,-,0
103.30.40.172,http://2.xianyu.sameerpant.com.np/asslst/logon.asp?id=4514199842,-,0
103.30.40.172,http://taobao.actsministrieschristianevangelism.org/2/?id=4526306543,-,0
103.30.40.232,http://103.30.40.232/,Other,0
103.31.74.63,http://alidfgpay.0021.npycom.com/tb.html,Other,0
103.39.77.135,http://kasjdijsad.zeldanetwork.com/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=45157136262&amp;bezno=2015042939516247&amp;ordernum=8c04e9459148186e8534af129862893f247,Other,0
103.39.77.135,http://kasjdijsad.zeldanetwork.com/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=45157136262&amp;bezno=2015042939516248&amp;ordernum=8c04e9459148186e8534af129862893f248,Other,0
103.52.152.84,http://cgd.cqyis.com/ed.asp,-,0
103.52.152.94,http://pnwmfbi.com/login1.asp?submit.x=83&amp;submit.y=26,Other,0
103.52.152.94,http://pnwmfbi.com/login1.asp?submit.x=83&submit.y=26,-,0
103.56.115.31,http://smbc-co-jp.ws/,Other,0
103.56.115.31,http://www.smbc-co-jp.ws/,Other,0
111.68.5.139,http://www.dnrls.com/2/?id=371864292,-,0
112.121.172.174,http://www.hhjn.cn/hhjn/login.html?http:%2F%2Fus.battle.net%2Flogin%2Fen%2F?ref=http:%2F%2Fus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,Other,0
112.121.172.174,http://www.hhjn.cn/hhjn/login.html?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index,Other,0
112.121.172.174,http://www.hhjn.cn/hhjn/login.html?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,Other,0
112.213.125.126,http://pdirect08.shinseibank.com.fes.cn.com/FLEXCUBEAt/,Other,0
112.213.125.126,http://pdirect08.shinseibank.com.fes.cn.com/FLEXCUBEAt/LiveConnect.htm,Other,0
112.213.125.126,http://pdirect08.shinseibank.com.xto.cn.com/FLEXCUBEAt/,Other,0
112.213.125.126,http://pdirect08.shinseibank.com.xto.cn.com/FLEXCUBEAt/LiveConnect.htm,Other,0
112.213.125.16,http://asjdkoiqwjei.thewitterings.com/assist/logon.asp?id=45279508286,-,0
112.213.125.212,http://baochengd.chickenkiller.com/2/?id=4508681420,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=4489638518&amp;bezno=2015042739516641&amp;ordernum=8c04e9459148186e8534af129862893f41,Other,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=4508681420&amp;bezno=2015042939516649&amp;ordernum=8c04e9459148186e8534af129862893f49,Other,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516636&id=4489638518&ordernum=8c04e9459148186e8534af129862893f36,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516638&id=4489638518&ordernum=8c04e9459148186e8534af129862893f38,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516640&id=4489638518&ordernum=8c04e9459148186e8534af129862893f40,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516641&id=4489638518&ordernum=8c04e9459148186e8534af129862893f41,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516636&ordernum=8c04e9459148186e8534af129862893f36,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516637&ordernum=8c04e9459148186e8534af129862893f37,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516638&ordernum=8c04e9459148186e8534af129862893f38,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516639&ordernum=8c04e9459148186e8534af129862893f39,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516640&ordernum=8c04e9459148186e8534af129862893f40,-,0
112.213.125.212,http://baochengd.chickenkiller.com/aii.pay/kuaidwll.asp?bzidentity=trade10001&id=4489638518&bzno=2015042739516641&ordernum=8c04e9459148186e8534af129862893f41,-,0
112.213.125.212,http://baochengd.chickenkiller.com/assist/logon.asp?id=4489638518,-,0
112.213.125.212,http://baochengd.chickenkiller.com/assist/logon.asp?id=4508681420,-,0
112.213.125.212,http://bicheng8.chickenkiller.com/2/?id=4485323424,-,0
112.213.125.212,http://hencheng1.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516638&id=4489638518&ordernum=8c04e9459148186e8534af129862893f38,-,0
112.213.125.212,http://hencheng1.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516641&id=4489638518&ordernum=8c04e9459148186e8534af129862893f41,-,0
112.213.125.212,http://hencheng1.chickenkiller.com/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4508681420&bezno=2015042939516649&ordernum=8c04e9459148186e8534af129862893f49,-,0
112.213.125.212,http://hencheng1.chickenkiller.com/assist/logon.asp?id=4508681420,Other,0
112.213.125.212,http://sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;bezno=2015042739516638&amp;id=4489638518&amp;ordernum=8c04e9459148186e8534af129862893f38,Other,0
112.213.125.212,http://sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;bezno=2015042739516641&amp;id=4489638518&amp;ordernum=8c04e9459148186e8534af129862893f41,Other,0
112.213.125.212,http://sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&bezno=2015042739516638&id=4489638518&ordernum=8c04e9459148186e8534af129862893f38,-,0
112.213.125.212,http://sinqin.cn/assist/logon.asp?id=4489638518,-,0
112.213.125.212,http://www.sinqin.cn/2/?id=4485323424,-,0
112.213.125.212,http://www.sinqin.cn/2/?id=4485323424,Other,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=4489638518&amp;bezno=2015042739516637&amp;ordernum=8c04e9459148186e8534af129862893f37,Other,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=4489638518&amp;bezno=2015042739516639&amp;ordernum=8c04e9459148186e8534af129862893f39,Other,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&amp;id=4489638518&amp;bezno=2015042739516640&amp;ordernum=8c04e9459148186e8534af129862893f40,Other,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516637&ordernum=8c04e9459148186e8534af129862893f37,-,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516638&ordernum=8c04e9459148186e8534af129862893f38,-,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516639&ordernum=8c04e9459148186e8534af129862893f39,-,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4489638518&bezno=2015042739516641&ordernum=8c04e9459148186e8534af129862893f41,-,0
112.213.125.212,http://www.sinqin.cn/aii.pay/jinlfk.asp?bezidentity=trade10003&id=4508681420&bezno=2015042939516649&ordernum=8c04e9459148186e8534af129862893f49,-,0
112.213.125.212,http://www.sinqin.cn/aii.pay/kuaidwll.asp?bzidentity=trade10001&amp;bzno=2015042739516641&amp;id=4489638518&amp;ordernum=8c04e9459148186e8534af129862893f41,Other,0
112.213.125.212,http://www.sinqin.cn/aii.pay/kuaidwll.asp?bzidentity=trade10001&bzno=2015042739516641&id=4489638518&ordernum=8c04e9459148186e8534af129862893f41,-,0
112.213.125.212,http://www.sinqin.cn/aii.pay/kuaidwll.asp?bzidentity=trade10001&id=4489638518&bzno=2015042739516641&ordernum=8c04e9459148186e8534af129862893f41,-,0
112.213.125.212,http://www.sinqin.cn/assist/logon.asp?id=4489638518,Other,0
112.213.125.212,http://www.sinqin.cn/asslst/logon.asp?id=4489638518,Other,0
113.10.172.70,http://server7.wzbb456.com/default.aspx?fun=1&href=http://shop109835517.taobao.com/search.htm?ordertype=hotsell_desc&viewtype=grid&keyword=&lowprice=&highprice=&pageno=3&pagenum=3&scid=&encode=gbk,-,0
113.10.175.173,http://www.xghhxc.com/taobao,-,0
113.10.175.173,http://www.xghhxc.com/taobao,Other,0
113.10.175.173,http://www.yahoo-platform.com/,-,0
113.10.175.173,http://xghhxc.com/taobao/,-,0
113.10.175.173,http://xghhxc.com/taobao/,Other,0
113.10.186.103,http://www.aiou.cn/images/index.htm,-,0
113.10.186.103,http://www.aiou.cn/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;cbdczdbamp;ssl=0&amp;dest,Other,0
113.10.186.103,http://www.aiou.cn/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&cbdczdbamp;ssl=0&dest,-,0
113.10.186.103,http://www.cneio.com/images/index.htm,-,0
113.10.186.103,http://www.cneio.com/images/index.htm,Other,0
113.10.186.103,http://www.eio.com.cn/images/index.htm,-,0
113.10.186.103,http://www.eio.com.cn/images/index.htm,Other,0
113.10.186.103,http://www.eio.com.cn/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;cbdczdbamp;ssl=0&amp;dest,Other,0
113.10.186.103,http://www.eio.com.cn/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;jlendhramp;ssl=0&amp;dest,Other,0
113.10.186.103,http://www.eio.tw/images/index.htm,-,0
113.10.186.103,http://www.eio.tw/images/index.htm,Other,0
113.10.186.103,http://www.eio.tw/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www,-,0
113.10.186.103,http://www.eio.tw/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www,Other,0
113.10.186.103,http://www.eio.tw/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;cbdczdbamp;ssl=0&amp;dest,Other,0
113.10.186.103,http://www.eio.tw/images/index.htm?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&cbdczdbamp;ssl=0&dest,-,0
113.10.186.103,http://www.eiocn.cn/images/index.htm,-,0
113.10.186.103,http://www.eiocn.cn/images/index.htm,Other,0
113.10.219.159,http://www.ydysad.com/inc/jPayPal/jAccountLogin/jPayPalLogin/,Other,0
113.10.219.159,http://www.ydysad.com/inc/jPayPal/jAccountLogin/jPayPalLogin/,PayPal,0
113.10.219.159,http://www.ydysad.com/inc/jPayPal/jAccountLogin/jPayPalLogin/?AgreetoUserAgreementPrivacyPolicyAcceptableUsePolicy,-,0
113.10.219.159,http://www.ydysad.com/inc/jPayPal/jAccountLogin/jPayPalLogin/?AgreetoUserAgreementPrivacyPolicyAcceptableUsePolicy,PayPal,0
113.10.219.159,http://www.ydysad.com/swdh/resa/meschin/dinformatin/curv/banan.html?ASDLKDASJKASDJASDLKSDA=SDKAJHASDJASDKJASD5SDAKJHASDJASDHAKSD7ASDKJASDHHSDJHASDA9SDAKJASDHJASDHASDJHASD5SDAKJASDJHSDJHASDKASD7SDAKASDJKASDLJKLASDJKLSDJKL,Other,0
113.10.219.159,http://www.ydysad.com/swdh/resa/meschin/dinformatin/curv/banan.html?ASDLKDASJKASDJASDLKSDA=SDKAJHASDJASDKJASD5SDAKJHASDJASDHAKSD7ASDKJASDHHSDJHASDA9SDAKJASDHJASDHASDJHASD5SDAKJASDJHSDJHASDKASD7SDAKASDJKASDLJKLASDJKLSDJKL,PayPal,0
113.10.219.159,http://www.ydysad.com/swdh/resa/meschin/dinformatin/curv/betut.html?ASDSAKAJKDSJAHSDSDAJAS=XCXCCXADKJDHDHASKJASHJ5DSAKJDHAJKASDHDSAJKHASDKJASD7SADKJSDAJKSDAHSDJKAHDASJKSAD5SADDSAJKHSDAKJHASDJKHSDAKJSDAHJKASDH9SDALKSDAJLKASDJDASJDKASDASSAS,Other,0
113.10.219.159,http://www.ydysad.com/swdh/resa/meschin/dinformatin/curv/betut.html?ASDSAKAJKDSJAHSDSDAJAS=XCXCCXADKJDHDHASKJASHJ5DSAKJDHAJKASDHDSAJKHASDKJASD7SADKJSDAJKSDAHSDJKAHDASJKSAD5SADDSAJKHSDAKJHASDJKHSDAKJSDAHJKASDH9SDALKSDAJLKASDJDASJDKASDASSAS,PayPal,0
113.10.219.159,http://www.ydysad.com/swdh/resa/meschin/dinformatin/pepit/banan.html?ASDLKDASJKASDJASDLKSDA=SDKAJHASDJASDKJASD5SDAKJHASDJASDHAKSD7ASDKJASDHHSDJHASDA9SDAKJASDHJASDHASDJHASD5SDAKJASDJHSDJHASDKASD7SDAKASDJKASDLJKLASDJKLSDJKL,PayPal,0
113.10.219.159,http://www.ydysad.com/swdh/resa/meschin/dinformatin/pepit/betut.html?ASDSAKAJKDSJAHSDSDAJAS=XCXCCXADKJDHDHASKJASHJ5DSAKJDHAJKASDHDSAJKHASDKJASD7SADKJSDAJKSDAHSDJKAHDASJKSAD5SADDSAJKHSDAKJHASDJKHSDAKJSDAHJKASDH9SDALKSDAJLKASDJDASJDKASDASSAS,PayPal,0
113.10.219.89,http://www.beautyxmas.com/js/pPayPal/pLoginOnline/pPayPalLogin/?AgreetoUserAgreementPrivacyPolicyAcceptableUsePolicy,-,0
113.10.219.89,http://www.beautyxmas.com/js/pPayPal/pLoginOnline/pPayPalLogin/?AgreetoUserAgreementPrivacyPolicyAcceptableUsePolicy,PayPal,0
113.10.219.89,http://www.beautyxmas.com/js/pPayPal/pLoginOnline/pPayPalLogin/?AgreetoUserAgreementPrivacyPolicyAcceptableUsePolicy=,-,0
113.10.219.89,http://www.beautyxmas.com/js/pPayPal/pLoginOnline/pPayPalLogin/?AgreetoUserAgreementPrivacyPolicyAcceptableUsePolicy=,Other,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026,-,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026,Other,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&amp;reason=&amp;portal=&amp;dltoken=65a3a9438be107a53901024deaf23d78,Other,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&amp;reason=&amp;portal=&amp;dltoken=7d484cf29979dfa54a749c30abeb05b4,Other,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&amp;reason=&amp;portal=&amp;dltoken=a5e2f7a6fbbe0cd9725ec02cab4ef5e8,Other,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&dltoken=65a3a9438be107a53901024deaf23d78&portal=&reason=,-,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&reason=&portal=&dltoken=65a3a9438be107a53901024deaf23d78,-,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&reason=&portal=&dltoken=7d484cf29979dfa54a749c30abeb05b4,-,0
113.28.149.40,http://changsinter.com/User/hutett/fcc.php?LOB=53026&reason=&portal=&dltoken=a5e2f7a6fbbe0cd9725ec02cab4ef5e8,-,0
113.28.149.40,http://changsinter.com/User/hutett/fifth.php?LOB=53026,-,0
113.28.149.40,http://changsinter.com/User/hutett/fifth.php?LOB=53026,Other,0
113.28.149.40,http://changsinter.com/User/login.alibaba.com/login.jsp.php,-,0
113.28.149.40,http://changsinter.com/User/login.alibaba.com/login.jsp.php,Other,0
113.28.149.40,http://cxfiber.com/online,-,0
113.28.149.40,http://cxfiber.com/online,Other,0
113.28.149.40,http://mysew.net/index.php/ru/,-,0
113.28.41.74,http://pafern.org.ph/admin/ko/infima/postfinance.ch/,-,0
113.28.41.74,http://pafern.org.ph/admin/ko/infima/postfinance.ch/,Other,0
113.28.41.74,http://pafern.org.ph/admin/ko/sicherh/postfinance.ch,-,0
113.28.41.74,http://pafern.org.ph/admin/sicher/postfinance.ch/,-,0
113.28.41.74,http://pafern.org.ph/admin/sicher/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/infima/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/infima/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/infima/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/infima/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/sicherh/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/sicherh/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/sicherh/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/admin/ko/sicherh/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/admin/loind/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/admin/sicher/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/admin/sicher/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/admin/sicher/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/admin/tinymce/sicherh/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/files/Konto/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/files/Konto/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/files/Konto/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/files/Konto/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/files/sicher/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/files/sicher/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/files/sicher/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/files/sicher/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/kontoupdate/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/kontoupdate/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/kontoupdate/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/kontoupdate/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/sicher/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/sicher/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/sicher/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/files/tafe/sicher/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/files/und/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/files/und/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/files/und/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/files/und/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/rss/sicherhit/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/rss/sicherhit/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/rss/sicherhit/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/rss/sicherhit/postfinance.ch/,Other,0
113.28.41.74,http://www.pafern.org.ph/rss/und/sicher/infom/postfinance.ch,-,0
113.28.41.74,http://www.pafern.org.ph/rss/und/sicher/infom/postfinance.ch,Other,0
113.28.41.74,http://www.pafern.org.ph/rss/und/sicher/infom/postfinance.ch/,-,0
113.28.41.74,http://www.pafern.org.ph/rss/und/sicher/infom/postfinance.ch/,Other,0
114.134.80.138,http://sinaurl.cn/Rw83jUI,Other,0
114.134.80.138,http://sinaurl.cn/RwBfYfI,Other,0
114.134.80.138,http://sinaurl.cn/RwnsZLS,Other,0
114.134.80.138,http://t.cn/RAPctul,Other,0
115.126.52.8,http://hiroba.dqx.jp.csi.wbgrs.com/,-,0
115.126.52.8,http://hiroba.dqx.jp.csi.wbgrs.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.csi.wbgrs.com/account/app/svc/login.html,-,0
115.126.52.8,http://hiroba.dqx.jp.csi.wbgrs.com/account/app/svc/login.html,Other,0
115.126.52.8,http://hiroba.dqx.jp.dl.ycamq.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.dl.ycamq.com/account/app/svc/login.html,Other,0
115.126.52.8,http://hiroba.dqx.jp.em.tdhaj.com/,-,0
115.126.52.8,http://hiroba.dqx.jp.em.tdhaj.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.em.tdhaj.com/account/app/svc/login.html,-,0
115.126.52.8,http://hiroba.dqx.jp.em.tdhaj.com/account/app/svc/login.html,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.ryvfj.com/,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.ryvfj.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.ryvfj.com/account/app/svc/login.html,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.ryvfj.com/account/app/svc/login.html,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.shffw.com/,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.shffw.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.shffw.com/account/app/svc/login.html,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.shffw.com/account/app/svc/login.html,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.tdhaj.com/,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.tdhaj.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.tdhaj.com/account/app/svc/login.html,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.tdhaj.com/account/app/svc/login.html,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.wbgrs.com/,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.wbgrs.com/,Other,0
115.126.52.8,http://hiroba.dqx.jp.fs.wbgrs.com/account/app/svc/login.html,-,0
115.126.52.8,http://hiroba.dqx.jp.fs.wbgrs.com/account/app/svc/login.html,Other,0
